"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"26",7,26,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who promote quotas are just virtue signalling.","One unintended consequence of mandatory gender quotas is that they may create the perception that women on boards are not there by merit.","Ad hominem","Side Effects","Con","Con","Please read the following <b>two arguments against</b> quotas for women on corporate boards.","Argument One (Against)","Argument Two (Against)"
"27",7,27,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","One side effect of having more women on corporate boards is that there will be more role models for other women in business.","Those who promote quotas are just virtue signalling.","Side Effects","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"28",7,28,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","The CEO of Burberry summed up the argument against quotas well recently by arguing ""Just put the best person into the job. It is not about gender, it is about experience, leadership and vision"". ","Ad hominem","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"29",7,29,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","A recent report by the European Institute for Gender Equality which endorsed quotas shows that there has been no progress in the UK for women in business over the past decade.","Ad hominem","Appeal to authority/endorsement","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"30",7,30,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Like any other job, positions on business boards should be allocated fairly on the basis of qualifications, not quotas.","Ad hominem","Appeal to fairness","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"31",7,31,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","It is fair to increase the number of women on business boards so that everyone has an equal chance of getting these prestigious positions.","Ad hominem","Appeal to fairness","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"32",7,32,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","History shows that quotas are unnecessary: there are now no all-male boards in the FTSE 100, compared with 21 such boards in 2011, and the percentage of women on FTSE 350 boards has more than doubled since 2010.","Ad hominem","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"33",7,33,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","The historical pace of change in women's representation at the top of businesses is too slow, we need to now take active measures to achieve equality.","Ad hominem","Appeal to history","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"34",7,34,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","We should be proud of the extraordinary performance of the UK's many great businesses, and we should not risk that success with the imposition  of unnecessary quotas.","Ad hominem","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"35",7,35,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","It should be a point of great pride that women in Britain are fundamental to our economic success, and adopting quotas would ensure that the UK is a great leader on this issue.","Ad hominem","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"36",7,36,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","We should be focussing on the position of ordinary working women, not on flashy quotas for the number of elite women on corporate boards.","Ad hominem","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"37",7,37,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Quotas will not only help elite women, but also help ordinary women in normal jobs whose lives are shaped by the decisions of those on corporate boards.","Ad hominem","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"38",7,38,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","It is common sense that we should not interfere in who businesses put on their corporate boards.","Ad hominem","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"39",7,39,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","It is common sense that if businesses are failing to keep up with the modern world, you need to take stronger measures -- such as implementing quotas -- to help them catch up.","Ad hominem","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"40",7,40,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","The benefits of gender balance on boards are uncertain, as there is no definitive link between more gender diversity and stronger performance, but the costs are concrete, as business are more constrained in who they can hire.","Ad hominem","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"41",7,41,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Quotas have clear business benefits, as organisations with the highest level of gender diversity in their leadership teams are 15% more likely to outperform their industry rivals. ","Ad hominem","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"42",7,42,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","We should not make gender quotas an issue of law, but rather -- like many other EU countries -- allow businesses to take a voluntary approach to board and CEO recruitment.","Ad hominem","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"43",7,43,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","We should follow the lead of the Scottish government, as they have committed to achieving gender balance on private, public, and third sector boards by 2020.","Ad hominem","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"44",7,44,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Quotas are not necessary because there is no gender representation ""crisis"", and progress is being made and will be made over time.","Ad hominem","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"45",7,45,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","The current lack of women on boards represents a real crisis of wasted talent and potential.","Ad hominem","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"46",7,46,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Boardroom quotas are no more than a sticking plaster, and they will do nothing to address the root causes of women's underrepresentation in business.","Ad hominem","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"47",7,47,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Quotas will mean more powerful women on corporate boards who can act as beacons of light for other women in business.","Ad hominem","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"48",7,48,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","Enforced quotas are immoral because they prevent hiring on the basis of individual merit.","Ad hominem","Morality","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"49",7,49,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","It is a moral failure, in a society that aspires to be equal, to have such extraordinary low numbers of women in important positions.","Ad hominem","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"50",7,50,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","In this country, the vast majority of women are not in favour of quotas.","Ad hominem","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
"51",7,51,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","The UK public is strongly in favour of providing more opportunities for women to take on leadership roles in business.","Ad hominem","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of quotas for women on corporate boards.","Argument One (For)","Argument Two (For)"
"52",7,52,"Quotas for women on corporate boards","Corporate boards of directors are responsible for the governance of companies. As of 2017, women occupied 28% of corporate board positions among the 100 largest companies listed on the London Stock Exchange. Some people think that there should be quotas for women's representation on corporate boards (""for""), while others oppose quotas (""against"").","Those who oppose quotas are just afraid of letting women into their cosy boys' club.","One unintended consequence of mandatory gender quotas is that they may create the perception that women on boards are not there by merit.","Ad hominem","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> quotas for women on corporate boards.","Argument One (For)","Argument Two (Against)"
