"","policy_id","pair_id","policy","description","text_one","text_two","element_one","element_two","pro_con_one","pro_con_two","prompt","text_one_title","text_two_title"
"14",6,14,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Nationalisation is unlikely to improve the quality of service for the public, and it would inevitably be disruptive, costly and time-consuming.","Ad hominem","Cost/benefit","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"15",6,15,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","The current system is one where franchise owners get most of the benefits and the taxpayer is left with most of the cost. ","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Cost/benefit","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"16",6,16,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Under the current private system, use of the rail network has grown faster than in most European countries.","Ad hominem","Country comparison","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"17",6,17,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Rail fares are a great deal more expensive in the UK than in countries like Germany, where the government owns and controls significantly more of the railway infrastructure.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Country comparison","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"18",6,18,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","The railways are not in the crisis some would have us believe, and nationalisation would only leave staff, passengers and taxpayers worse off.","Ad hominem","Crisis","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"19",6,19,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","The current franchise system has been responsible for a series of transport crises throughout the country.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Crisis","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"20",6,20,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","The franchise system has been chugging along nicely, and we should be clear that the likely consequence of nationalisation would be to create a complete train wreck.","Ad hominem","Metaphor","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"21",6,21,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","The current system has gone completely off the rails, but there is light at the end of the tunnel: we must go full steam ahead with nationalisation.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Metaphor","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"22",6,22,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Many people never use the railways and so it is wrong to ask all taxpayers to pay for the costs of nationalisation.","Ad hominem","Morality","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"23",6,23,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","The current franchising system, where corporations profit from taxpayer subsidies, is fundamentally wrong.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Morality","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"24",6,24,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","The best sign of public support for the current franchise system is that since 1997 the total number of passengers on British railways has doubled.","Ad hominem","Public Opinion","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"25",6,25,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Poll after poll shows that people are dissatisfied with the train services they receive throughout the country.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Public Opinion","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"26",6,26,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","One side-effect of nationalisation of the railways would be to put all the financial risk onto the taxpayer.","Ad hominem","Side Effects","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"27",6,27,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","One side-effect of nationalisation could be to eliminate regional differences in the quality of rail provision.","Greedy unions think that it will be easier for them to get large wage increases from a nationalised railway system.","Side Effects","Ad hominem","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"28",6,28,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","Ad hominem","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"29",6,29,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","A recent report by the Institute for Public Policy Research shows that privitisation has not delivered on its promises, as it still takes longer to get from Liverpool to Hull than it does to get from London to Paris.","Ad hominem","Appeal to authority/endorsement","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"30",6,30,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","It is not fair to ask people who do not use the railways to pay for them through the increased taxes that would be required for nationalisation.","Ad hominem","Appeal to fairness","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"31",6,31,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","In recent years, fares have increased three times faster than wages, which is unfair to people who can no longer afford them.","Ad hominem","Appeal to fairness","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"32",6,32,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current franchise system is enabling a larger investment in railways infrastructure than at any time since the Victorian era.","Ad hominem","Appeal to history","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"33",6,33,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current franchise system is a mess that emerged from the hurried privatisation in the 1990s.","Ad hominem","Appeal to history","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"34",6,34,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","It was private investment that created a great railway system in this country, and it was nationalisation that did so much to diminish it.","Ad hominem","Appeal to national greatness","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"35",6,35,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Great Britain deserves to have a great railway system, not a collection of mediocre franchises.","Ad hominem","Appeal to national greatness","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"36",6,36,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Nationalisation will just hand more power to London elites and there will be even less attention paid to the transport needs of ordinary people around the country.","Ad hominem","Appeal to populism","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"37",6,37,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Normal people are being priced out of the railways; nationalisation would make sure that the railways are accessible for all.","Ad hominem","Appeal to populism","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"38",6,38,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Private sector rail franchises are a common sense way of administering the railway network.","Ad hominem","Common sense","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"39",6,39,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","If private sector rail franchises repeatedly fail, it is only common sense to take them into public ownership permanently.","Ad hominem","Common sense","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"40",6,40,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Nationalisation is unlikely to improve the quality of service for the public, and it would inevitably be disruptive, costly and time-consuming.","Ad hominem","Cost/benefit","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"41",6,41,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current system is one where franchise owners get most of the benefits and the taxpayer is left with most of the cost. ","Ad hominem","Cost/benefit","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"42",6,42,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Under the current private system, use of the rail network has grown faster than in most European countries.","Ad hominem","Country comparison","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"43",6,43,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Rail fares are a great deal more expensive in the UK than in countries like Germany, where the government owns and controls significantly more of the railway infrastructure.","Ad hominem","Country comparison","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"44",6,44,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The railways are not in the crisis some would have us believe, and nationalisation would only leave staff, passengers and taxpayers worse off.","Ad hominem","Crisis","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"45",6,45,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current franchise system has been responsible for a series of transport crises throughout the country.","Ad hominem","Crisis","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"46",6,46,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The franchise system has been chugging along nicely, and we should be clear that the likely consequence of nationalisation would be to create a complete train wreck.","Ad hominem","Metaphor","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"47",6,47,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current system has gone completely off the rails, but there is light at the end of the tunnel: we must go full steam ahead with nationalisation.","Ad hominem","Metaphor","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"48",6,48,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Many people never use the railways and so it is wrong to ask all taxpayers to pay for the costs of nationalisation.","Ad hominem","Morality","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"49",6,49,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The current franchising system, where corporations profit from taxpayer subsidies, is fundamentally wrong.","Ad hominem","Morality","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"50",6,50,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","The best sign of public support for the current franchise system is that since 1997 the total number of passengers on British railways has doubled.","Ad hominem","Public Opinion","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"51",6,51,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","Poll after poll shows that people are dissatisfied with the train services they receive throughout the country.","Ad hominem","Public Opinion","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"52",6,52,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","One side-effect of nationalisation of the railways would be to put all the financial risk onto the taxpayer.","Ad hominem","Side Effects","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"53",6,53,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Currently, train fare increases go straight into the pockets of greedy franchise owners.","One side-effect of nationalisation could be to eliminate regional differences in the quality of rail provision.","Ad hominem","Side Effects","Pro","Pro","Please read the following <b>two arguments in favour</b> of nationalisation of the railways in the UK.","Argument One (For)","Argument Two (For)"
"54",6,54,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","A recent report by the Institute for Public Policy Research shows that privitisation has not delivered on its promises, as it still takes longer to get from Liverpool to Hull than it does to get from London to Paris.","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","Appeal to authority/endorsement","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"55",6,55,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","It is not fair to ask people who do not use the railways to pay for them through the increased taxes that would be required for nationalisation.","Appeal to authority/endorsement","Appeal to fairness","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"56",6,56,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","In recent years, fares have increased three times faster than wages, which is unfair to people who can no longer afford them.","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","Appeal to fairness","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
"57",6,57,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","The current franchise system is enabling a larger investment in railways infrastructure than at any time since the Victorian era.","Appeal to authority/endorsement","Appeal to history","Con","Con","Please read the following <b>two arguments against</b> nationalisation of the railways in the UK.","Argument One (Against)","Argument Two (Against)"
"58",6,58,"Nationalisation of the railways in the UK","Currently UK railways are mostly run by private franchises, where different companies operate different routes. Some people are in favour of nationalising the railway network (""for""), which means bringing it back under government control, while others are opposed (""against"").","The current franchise system is a mess that emerged from the hurried privatisation in the 1990s.","Experts from Edinburgh Napier University suggest that nationalisation is unlikely to solve existing problems facing the UK's railways.","Appeal to history","Appeal to authority/endorsement","Pro","Con","Please read the following <b>arguments for and against</b> nationalisation of the railways in the UK.","Argument One (For)","Argument Two (Against)"
